Inclination,Disposed,naturally inclined towards.,I'm not Disposed to arguing.
Inclination,Inclined,having a tendency or liking towards.,He did not show the slightest inclination to leave.
Inclination,Penchant,a strong preference or tendency.,He quit his job as the CEO of a leading company to satisfy his Penchant for
Inclination,Predilection,a preference for or bias toward something.,An artist with a Predilection for bright colors.
Inclination,Predisposition,a tendency to do something.,Some people may have a genetic Predisposition to some type of cancers.
Inclination,Proclivity,a natural tendency to like something.,The governments Proclivity for spending tax payers money carelessly is well
Inclination,Propensity,a natural tendency to behave in a certain way.,He showed a Propensity for violence.12.Prediction
Prediction,Augur,be a sign of something (good or bad).,Conflicts among the various groups do not Augur well for the future of the peace talks.
Prediction,Forecast,prediction.,The Forecast said that there would be showers in the afternoon.
Prediction,Foresight,good planning or thought for the future.,She had the Foresight to prepare herself financially in case of an accident.
Prediction,Fortell,predict.,The witch foretold that she would marry a prince.
Prediction,Presage,be a sign of something.,The clouds below the moon Presaged rain.
Prediction,Prescient,having knowledge of events beforehand.,She was Prescient - she sold her shares just before the market crashed.
Prediction,Prognosis,prediction of the outcome of a situation.,The Prognosis is for more people to work part-time in the future.13.Separated/ x Connected
Separated/ x Connected,Disjointed,disconnected.,The novel suffers from a Disjointed plot and insignificant characters.
Separated/ x Connected,Polarize,divide in 2 opposite groups.,Public opinion has Polarized on this issue.
Separated/ x Connected,Segregate,separate,Whites and blacks were Segregated into different parts of town.
Separated/ x Connected,Winnow,separate valuable things from the unwanted.,She stood there Winnowing chaff all day in the field.
Separated/ x Connected,X Nexus,connection,The nexus between industry and political power is undeniable.14.Sign (Warning)
Sign (Warning),Forebode,be a sign of something bad.,The atmosphere seemed to Forebode some unusual occurrence.
Sign (Warning),Foreshadow,predict something that is to come.,His sudden death had been oresadoed by earlier health scares.
Sign (Warning),Minatory,threatening.,There was a silence which was more Minatory than the accusation.
Sign (Warning),Ominous,threatening.,There were Ominous dark clouds gathering overhead.
Sign (Warning),Portend,be a sign of something bad.,There are many kinds of calms that do not ortend coming storms.
Sign (Warning),Portent,a sign of something bad.,The event proved to be a ortent of the disaster that was to come.
Sign (Warning),Premonition,a strong feeling that something unpleasant might happen.,He had a remonition that he would never see her again.
Sign (Warning),Sinister,threatening.,There was something cold and inisterabout him.15.Take Apart
Take Apart,Disassemble,to take apart.,We had to completely Disassemble the engine to find the problem.
Take Apart,Dismantle,break things to parts.,I had to Dismantle the engine in order to repair it.16.Talk Foolishly
Talk Foolishly,Babble,talk continuously and foolishly.,I cant listen to his constant Babble.
Talk Foolishly,Drawl,speak slowly and lazily.,He had a smooth Drawling voice.
Talk Foolishly,Drivel,senseless talk.,How can you watch that Drivel on TV.
Talk Foolishly,Gibberish,meaningless speech or writing.,You were talking Gibberish in your sleep.
Talk Foolishly,abber,talk foolishly.,What is he abbering about now.
Talk Foolishly,Nonsensical,senseless.,If you ask a Nonsensical uestion and you will get a Nonsensical answer.
Talk Foolishly,Prate,talk at length in a foolish way.,They Prated on until I was ready to scream.
Talk Foolishly,Prattle,talk continuously and foolishly.,She Prattled on about her vacation all evening.17.Teacher/ Guide/ x Student
Teacher/ Guide/ x Student,Mentor,a teacher or guide.,She was a friend and Mentor to many young actors.
Teacher/ Guide/ x Student,Pedagogue,a strict teacher.,He was a Pedagogue who really believed that he could make a difference in
Teacher/ Guide/ x Student,X Protege,a student,She is a protg of the great violinist Yehudi Menuhin.18.Unexpected Changes
Unexpected Changes,Vagaries,an unexpected and unpredictable change.,The Vagaries of the real estate market will determine whether the property is a
Unexpected Changes,Vicissitudes,changes or ups and downs in a persons life.,The Vicissitudes of family life.19.Very talented (Child)
Very talented (Child),Precocious,having developed abilities ahead of one's age.,From an early age; she displayed a Precocious talent for music.
Very talented (Child),Prodigy,a verytalented child,She is a chess Prodigy.20.Bitter Feeling / Ill-will
Bitter Feeling / Ill-will,Malevolence,wishing bad or evil for others.,Bad leadership is not always the result of bad character or intentional
Bitter Feeling / Ill-will,Malice,a desire to harm others.,The ghosts are described as if they bear actual Malice towards humans.
Bitter Feeling / Ill-will,Rancor,bitterness or anger.,In the end; the debate created Rancor among the committee members.
Bitter Feeling / Ill-will,Vicious,having a bad; evil or immoral nature,In hindi vish means poison; here Vicious means evil.
Bitter Feeling / Ill-will,Virulent,very bitter or malacious,She is a Vicious oman.
Bring Back,Retrieve,bring back from loss; etc.,The newspaper carried out a Virulent attack on the politician.21.Bring Back
Bring Back,Salvage,save from ruin.,The system has crashed; but fortunately he can Retrieve the information.
Cautions /Careful,Chary,very careful about doing or saying anything.,If you ant to Salvage your credibility; you might start ith practicing hat you
Cautions /Careful,Circumspect,very cautious and careful,The advice that the Chary minister gave the king; helped the king win over the
Cautions /Careful,Gingerly,cautious and careful.,He was very Circumspect in his financial affairs.
Cautions /Careful,Heedful,aware of or attentive towards.,He opened the box Gingerly and looked inside.
Cautions /Careful,Leery,cautious or suspicious.,Heedful of snakes; we watched out footing while walking through the grass.
Cautions /Careful,Prudent,careful and keeping in mind the future.,The government is Leery of changing the current law.
Cautions /Careful,Wary,cautious.,It might be more Prudent to get a second opinion before going ahead.
Cautions /Careful,X Daredevil,a person who enjoys doing dangerous or risky things.,The police will need to keep a Wary eye on this area of the town.
Cautions /Careful,X Folly,foolishness or mistake.,He liked taking risks and had a legendary reputation as a daredevil.
Cautions /Careful,X Foolhardy,foolishly rash.,Fools commit folly.
Cautions /Careful,X Rash,done quickly and without good judgement.,Giving up a secure job seems to be the height of folly.
Cautions /Careful,X Reckless,done carelessly and without good,It would be foolhardy to sail in weather like this.
Complain (lo degree),Captious,always trying to find faults.,Rash drivers will be penalized.
Complain (lo degree),Carping,complain and find fault continually.,He showed a reckless disregard for his own safetythought for future23.Complain (lo degree)
Complain (lo degree),Grouse,complain.,Her mother as very Captious.
Complain (lo degree),uerulous,having a tendency to complain.,Critics from both sides are already Carping about this issue.
Express Strong Disapprobation,Assail,criticise severely.,She's been grousing to her boss about the boring conditions.
Express Strong Disapprobation,Belittle,dismiss someone or something as unimportant.,The manager sent constant uerulous reminders of things to be done.24.Express Strong Disapprobation
Express Strong Disapprobation,Berate,strongly scold or criticize.,The actor was Assailed for his performance in the movie.
Express Strong Disapprobation,Castigate,criticize severely.,She felt her husband constantly Belittled her achievements.
Express Strong Disapprobation,Decry,criticize.,She Berated her daughter for being careless.
Express Strong Disapprobation,Denounce,criticize openly or publicly.,The teacher Castigated the students for not doing home work.
Express Strong Disapprobation,Diatribe,a bitter attack or criticism.,Violence on TV is generally decried as harmful to children.
Express Strong Disapprobation,Epithet,abusive or criticizing word.,She publicly Denounced the governments handling of the crisis.
Express Strong Disapprobation,Excoriate,criticize severely.,He launched a bitter Diatribe against the younger generation.
Express Strong Disapprobation,Flay,criticize severely.,While quarreling; he uttered quite a few Epithets.
Express Strong Disapprobation,Fulminate,protest strongly.,The candidates have publicly Excoriated each other throughout the campaign.
Express Strong Disapprobation,Invective,strong criticism.,He Flayed his friend for his lack of tact.
Express Strong Disapprobation,Lambaste,criticize harshly.,He was always fulminating against interference from the government.
Express Strong Disapprobation,Rail,complain or protest strongly.,Debate should be dignified and lacking in personal Invective.
Express Strong Disapprobation,Rant,speak or shout in an angry manner.,The coach Lambasted the team for its poor play.
Express Strong Disapprobation,Rate,scold angrily.,Rebels Railed against the ill effects of Christianity.
Express Strong Disapprobation,Revile,criticize angrily.,He may Rant; rave and lecture; but he will have to adjust.
Express Strong Disapprobation,Rile,to irritate.,I was Rated for having misbehaved in the class.
Express Strong Disapprobation,Tirade,a long angry speech of criticism.,He was Reviled in the press for his angry outbursts.
Express Strong Disapprobation,Upbraid,scold someone.,Nothing ever seemed to Rile him.
Express Strong Disapprobation,Vituperative,bitter and abusive.,She launched a Tirade against politicians.
Danger,Jeopardy,danger.,His wife Upbraided him for his irresponsible handling of the family finances.
Danger,Pitfall,a hidden source of trouble or danger.,He delivers Vituperative attacks on those who try to expose him.25.Danger
Danger,Precarious,dangerous or uncertain.,The future of the school is in Jeopardy.
Escape,Abscond (criminal),leave quickly and secretly.,Getting professional advice will help you avoid the most obvious Pitfalls.
Escape,Defection (Political),conscious abandonment of allegiance or duty.,The museum is in a financially Precarious position.26.Escape
Escape,Desertion (Military),the abandonment of duties and obligations without justification.,Several prisoners absconded from the jail.
Escape,Elope (for Marriage),run away secretly in order to get married.,Defection of both security forces and members of the media is a worrying sign.
Explain too much,Belabor,explain continuously and in detail.,The soldiers were imprisoned for desertion of their posts.
Explain too much,X Understatement,the act of representing in a less important way.,The couple eloped in the middle of the nig27.Explain too much
Hate,Abhor ,hate.,I don't want to Belabor the point; but it's vital that you understand how
Hate,Animosity,strong hate.,The journalist wrote that the earthquake had caused some damage. This turned
Hate,Antipathy,hatred or dislike.,She Abhors cats.
Hate,Aversion,strong dislike.,He felt no Animosity towards his critics.
Hate,Despicable,deserving hate.,His professional judgement was coloured by his personal Antipathy.
Hate,Detest,hate strongly.,He has a strong Aversion for liars and cheaters.
Hate,Loathe,hate strongly.,People who take advantage of others in this way are Despicable.
Hate,Odious,unpleasant and hateful.,They Detested each other on sight.
Hate,Repel,causing hate or disgust.,The irony is that development restrictions; which many locals still Loathe; help to
Hate,Repugnant,hateful or disgusting.,It was one of the most Odious crimes of recent history.
Hate,Repulsion,a disgusting feeling.,The sight of the crime Repelled the public.
Mock/ Disrespect,Abase,to lower in rank and prestige.,We found his suggestion absolutely Repugnant.
Mock/ Disrespect,Condescend,to behave toward someone as though you are more important and moreintelligent than they are.,His simultaneous fascination with and Repulsion towards her family had been
Mock/ Disrespect,Contempt,the feeling that someone or something is worthless.,I certainly don't Abase myself when I do manual labor.
Mock/ Disrespect,Denigrate,criticize someone unfairly.,While giving a talk; be careful not to Condescend to your audience.
Mock/ Disrespect,Deride,express contempt and ridicule.,He feels that wealthy people view him with Contempt because he is poor.
Mock/ Disrespect,Disdain,the feeling that someone or something is worthless.,We are not trying to Denigrate vocational education.
Mock/ Disrespect,Disparage,to speak about someone in disrespectful manner.,My brothers Derided our efforts; but were forced to apologize when we came
Mock/ Disrespect,Jeer,make rude mocking or insulting remarks.,I have a Disdain for companies that mistreat their workers.
Mock/ Disrespect,Lampoon,publicly criticize by using sarcasm or ridicule,Voters don't like political advertisements in which opponents Disparage one
Mock/ Disrespect,Mock,tease or laugh at someone in a disrespectful manner.,The prisoner was Jeered by an angry mob.
Mock/ Disrespect,Patronize,to treat with an apparent kindness which shows a feeling of supiriority.,The politician was Lampooned by the press.
Mock/ Disrespect,Sarcastic,using humor to insult or make fun.,He Mocks art only because he doesn't understand it.
Mock/ Disrespect,Sardonic,mocking,He hated being Patronized by those who didn't believe his story.
Mock/ Disrespect,Satire,the use of humor; irony to criticize people's stupidity.,I hate her Sarcastic comments that my singing reminded her of the time her dog
Mock/ Disrespect,Scoff,to speak about someone or something in a mocking tone.,The movie is a Sardonic look at modern life.
Mock/ Disrespect,Scorn,to treat someone with disrespect.,His movies are known for their use of Satire.
Mock/ Disrespect,Sneer,smile or speak in a mocking manner.,Art historians and religious scholars; however; Scoff at the idea.
Mock/ Disrespect,Snicker,give a half- suppressed laugh to mock someone.,Her political rivals have Scorned her ideas for improving the tax system.
Mock/ Disrespect,Snide,mocking or insulting.,The crowd Sneered at the corrupt cricketer.
Mock/ Disrespect,Spurn,reject with contempt.,He Snickered at the puzzled look on her face.
Mock/ Disrespect,Taunt,provoke or challenge with insulting remarks.,It was meant as Snide remark rather than constructive criticism.
Old Fashioned,Antediluvian,very old fashioned.,Fiercely independent; the elderly couple Spurned all offers of financial help.
Old Fashioned,Antiquated,old fashioned.,They Taunted the newly arrived immigrants about their broken English.30.Old Fashioned
Old Fashioned,Archaic,very old fashioned.,He has Antediluvian notions about the role of women at the workplace.
Old Fashioned,Dated,old fashioned.,I saw an Antiquated rope-machine at the textiles museums.
Old Fashioned,Obsolete,old fashioned.,The system is Archaic and unfair.
Old Fashioned,Outmoded,old fashioned.,Those TV comedies were OK in their day but seem incredibly Dated now.
Old Fashioned,Quaint,slightly strange and old fashioned.,With technological changes; many traditional skills have become Obsolete.
Praise,Acclaim,praise publicly.,This organizational structure is now Outmoded.
Praise,Accolade,an award or praise.,This is a Quaint seaside village.31.Praise
Praise,Applaud,praise highly.,The work was Acclaimed as a masterpiece.
Praise,Approbation,praise or approval.,Meryl Streep has received many Accolades for her performances.
Praise,Commendable,deserving Praise.,He started to Applaud and the others joined in.
Praise,Eulogy,a speech or writing that praises someone.,There was widespread Approbation of the new president.
Praise,Exalt,raise someone or something to a higher rank or position.,She showed Commendable loyalty to the family firm.
Praise,Extol,praise highly.,Several eulogies were given at the special assembly marking the retirement of
Praise,Glorify,honor or praise highly.,His son was Exalted to a high position in the government through family
Praise,Hail,praise enthusiastically.,Doctors often Extol the virtues of eating less fat.
Praise,Laud,praise highly,He denies that the movie glorifies violence.
Praise,Lionize,give a lot of public appreciation and attention.,The conference was Hailed as a great success.
Praise,Plaudit,praise,He was Lauded for his courage.
Rebellious/ unconventional,Dissident,going against an official policy or authority.,The visiting poet was Lionized in Vienna.
Rebellious/ unconventional,Heresy,opinions that are contrary to what is accepted or expected.,His work won him Plaudits from the critics.32.Rebellious/ unconventional
Rebellious/ unconventional,Heretical,holding opinions that are contrary to what is accepted or expected.,There were Dissident elements within the Catholic Church.
Rebellious/ unconventional,Heterodox,unorthodox.,Laws of Heresy killed people for contradicting the church and its texts.
Rebellious/ unconventional,Iconoclast,a person who attacks cherished beliefs and institutions.,The religious people didn't cast vote in favor of the politician because of his
Rebellious/ unconventional,Insurgent,a rebellious person.,Her Heterodox approach to teaching science initially met with some resistance
Rebellious/ unconventional,Insurrection,an act of rebellion.,Notorious as an Iconoclast; that critic isn't afraid to go against the societal rules.
Rebellious/ unconventional,Maverick,a person who does not accept orthodox beliefs.,There was an attack by armed Insurgents.
Rebellious/ unconventional,Non comformist,one who refuses to be restricted by set beliefs and customs.,An armed Insurrection against the regime.
Rebellious/ unconventional,Radical,moving away or departing from the usual customs.,The Maverick detective managed to crack the case.
Rebellious/ unconventional,Reactionary,opposing social or political change.,He was a nonconformist when he was in college.
Rebellious/ unconventional,Renegade,a person who leaves and betrays an organization; country or principle.,There is a need for Radical changes in education.
Rebellious/ unconventional,Revolutionary,bringing a complete change.,Reactionary guardians of proper English usage invariably regard every new
Rebellious/ unconventional,Subversive,harming or weakening an established institution.,He is a Renegade priest.
Rebellious/ unconventional,Unconventional,not following conventions.,The effects of technological development are Revolutionary.
Rebellious/ unconventional,X Conservative,following traditions and customs.,It was a politically Subversive decision.
Rebellious/ unconventional,X Convention,following traditions and customs.,The magazine describes him as an Unconventional artist.
Rebellious/ unconventional,X Orthodox,following traditions and customs.,Her style of dressing was never conservative.
Reduce,DEPLETE,reduce or use up something.,She is a young woman who enjoys going against conventions.
Reduce,DEPRECIATE,become less valuable over a period of time.,He is very orthodox in his views.33.Reduce
Reduce,X AMASS,to collect something; especially in large quantities.,Food supplies were severely DEPLETEd.
Reduce,X STOCKPILE,a large amount of things stored.,New cars start to DEPRECIATE as soon as they are on the road.
Time Related,Anachronism,a thing that belongs to a period other than which it actually exists in.,They amassed a truckload of donations.
Time Related,Chronicle,record events according to order of occurance.,Coal reserves represent the largest stockpile of nonrenewable resources in the
Time Related,Chronological,according to date and time.,The monarchy is seen by many people as an Anachronism in the modern world.
To defeat / x Cannot Defeat,Capitulate,agree to or give in to something.,She started to Chronicle her experiences on her blog.
To defeat / x Cannot Defeat,Drub,defeat thoroughly.,The facts should be presented in Chronological order.35.To defeat / x Cannot Defeat
To defeat / x Cannot Defeat,Rout,defeat thoroughly.,They were finally forced to capitulate to the terrorists demands.
To defeat / x Cannot Defeat,Subugate,to bring under complete control;conquer.,The host team was Drubbed in the rugby match.
To defeat / x Cannot Defeat,Vanuish,defeat thoroughly.,Only the skill of the goalkeeper preented the team from getting Routed.
To defeat / x Cannot Defeat,X Imperious,can not be attacked influenced or defeated.,Terror was used purposefully to Subugate the entire population.
To defeat / x Cannot Defeat,X indomitable,can not be defeated.,They enemy was Vanuished in the battle.
To defeat / x Cannot Defeat,X Inincible,can not be defeated,The place contained eerything that was needed to support life underground and
Troubled,Beleaguered,put in a difficulty.,An indomitable warrior.
Troubled,Beset,trouble continuously.,The team seemed invincible36.Troubled
Troubled,Plagued,troubled persistently.,The lack of funds beleaguers a lot of schools in the area.
Warning/ Scolding,Admonish,to warm someone.,Pollution is the greatest problem Besetting the city today.
Warning/ Scolding,Censure,criticism.,The team was Plagued by a lot of mismanagement issues.37.Warning/ Scolding
Warning/ Scolding,Chastise,criticize severely.,The trial judge tried to Admonish the jury and cure the error.
Warning/ Scolding,Chide,to scold someone.,The country faces international Censure for its alleged involvement in the
Warning/ Scolding,Rebuke,to criticize severely.,Do not use the record to insult or Chastise the patient.
Warning/ Scolding,Reprimand,to disapprove severely.,She Chided herself for being so impatient with the children.
Warning/ Scolding,Reproach,to express disapproval or criticize.,The company was publicly Rebuked for neglecting the procedures.
Warning/ Scolding,Reprove,to disapprove of something or someone.,The officers were severely Reprimanded for their unprofessional behavior.
Add /support,Complement,to add to someting or improvement.,Critics Reproach the eighteenth century because of its artificiality.
Add /support,Supplement,a thing that is added to someting else to improve or complete it.Example students can supplement their reports with maps.,He Reproved her for taking a rash decision.38.Add /support
Aggressive/ argument,Bellicose,ready to fight and argue.,The excellent menu is Complemented by a good wine list.
Aggressive/ argument,Belligerent,unfriendly and aggressive.,Bellicose hockey players who always seem to spend more time fighting than
Aggressive/ argument,Contentious,controversial.,The coach became quite Belligerent and spit at an umpire after being thrown out
Aggressive/ argument,Disputatious,argumentative or causing a dispute.,After a Contentious debate; members of the committee finally voted to approve
Aggressive/ argument,Fractious,bad tempered.,We have a community of smart; thoughtful; and often Disputatious people.
Aggressive/ argument,Hostility,unfriendly and aggressive.,The Fractious crowd grew violent.
Aggressive/ argument,Litigous,too ready to take disagreements to court.,They went through the divorce proceedings without any Hostility.
Aggressive/ argument,Polemical,argumentative or controversial.,Do not put anything in an email that may come back to haunt you in today's
Aggressive/ argument,Pugnacious,having a desire to fight and argue.,An unnecessarily Polemical look at the supposed incompatibility between
Aggressive/ argument,Truculent,ready to argue or fight.,There's one Pugnacious member on the committee who won't agree to anything.
Agreement /harmony,CHASM,a deep divide or difference.,Die-hard fans became Truculent and violent after their team's loss.40.Agreement /harmony
Agreement /harmony,GULF,a large difference.,The chasm between the initial vision and the final product is shocking.
Agreement /harmony,RIFT,a difference in opinion;belief or friendly relation.,Gulf between wealthy countries and poor countries.
Agreement /harmony,SCHISM,a division or difference.,Efforts to heal the rift between the two countries have failed.
Agreement /harmony,Accord,agreement.,There is a schism between leading members of the party.
Agreement /harmony,Concord,agreement.,The two sides signed a peace accord last july.
Agreement /harmony,Conformity,agreement.,Living in Concord with people of different races and religions.
Agreement /harmony,Congruous,in agreement or consistent with.,The corporate culture demands a certain Conformity of appearance.
Agreement /harmony,Consonance,agreement,When performing his soicial duties the president must be dressed in clothes that
Agreement /harmony,Harmonious,in agreement or consistent with.Example=The living room was decorated in harmonious colors.,At present the living room lacks Consonance because all the furniture is on one
Agreement /harmony,Example,The living room was decorated in harmonious colors.X Discord=disagreement,The city has long been known as a city of racial intolerance and discord41.Argue /fight
Agreement /harmony,X Discord,disagreement,There was some sort of Altercation going on around the accident site.
Argue /fight,Altercation,a noisy argument or fight.,After prolonged Bickering; they finally managed to find a movie that both of
Argue /fight,Bicker,to argue about unimportant things.,There was a Brawl in parliament when the pact was debated.
Argue /fight,Brawl,a noisy argument or fight.,Some of these soldiers have never seen a Combat.
Argue /fight,Combat,a fight.,The troops had to Contend with the enemy for control of the port.
